,0
0,SHFE.fu2301
1,SHFE.au2212
2,SHFE.sp2301
3,SHFE.rb2301
4,SHFE.ag2212
5,SHFE.ni2211
6,SHFE.sn2211
7,SHFE.zn2211
8,SHFE.ss2211
9,SHFE.al2211
10,SHFE.ru2301
11,SHFE.pb2211
12,SHFE.hc2301
13,SHFE.bu2212
14,SHFE.cu2211
15,SHFE.wr2301
